10000014,10000004
10000014,10000027
10000014,10000006
10000015,10000002
10000015,10000039
10000015,10000003
10000015,10000049
10000015,10000007
10000015,10000032
10000016,10000044
10000016,10000040
10000016,10000034
10000016,10000004
10000016,10000002
10000017,10000032
10000017,10000015
10000017,10000025
10000017,10000016
10000017,10000047
10000018,10000049
10000018,10000029
10000018,10000047
10000018,10000003
10000018,10000041
10000019,10000017
10000019,10000014
10000019,10000018
10000019,10000027
10000019,10000035
10000019,10000009
10000020,10000033
10000020,10000042
10000020,10000011
10000020,10000016
10000020,10000003
10000021,10000027
10000023,10000018
10000023,10000006
10000023,10000017
10000023,10000015
10000023,10000047
10000023,10000008
10000024,10000035
10000024,10000043
10000024,10000029
10000024,10000041
10000025,10000036
10000025,10000042
10000025,10000016
10000025,10000027
10000025,10000010
10000025,10000033
10000025,10000018
10000025,10000005
10000026,10000013
10000026,10000029
10000026,10000043
10000026,10000001
10000026,10000002
10000026,10000042
10000026,10000030
10000028,10000011
10000028,10000009
10000030,10000032
10000030,10000013
10000030,10000001
10000030,10000041
10000030,10000011
10000030,10000027
10000031,10000044
10000031,10000022
10000031,10000029
10000031,10000042
10000031,10000038
10000031,10000036
10000031,10000023
10000031,10000039
10000032,10000038
10000032,10000003
10000032,10000015
10000032,10000028
10000032,10000034
10000032,10000050
10000033,10000028
10000033,10000013
10000033,10000011
10000033,10000034
10000033,10000003
10000033,10000049
10000034,10000011
10000034,10000033
10000035,10000042
10000035,10000018
10000035,10000036
10000035,10000016
10000035,10000050
10000035,10000001
10000035,10000014
10000035,10000030
10000035,10000028
10000035,10000033
10000037,10000006
10000037,10000049
10000037,10000039
10000038,10000018
10000038,10000041
10000038,10000015
10000038,10000049
10000038,10000007
10000038,10000045
10000038,10000048
10000039,10000045
10000039,10000049
10000039,10000021
10000039,10000029
10000040,10000026
10000040,10000043
10000040,10000050
10000040,10000006
10000040,10000024
10000041,10000004
10000041,10000011
10000041,10000015
10000041,10000007
10000041,10000005
10000041,10000048
10000041,10000024
10000042,10000029
10000042,10000045
10000043,10000045
10000043,10000049
10000043,10000046
10000044,10000026
10000044,10000024
10000044,10000020
10000044,10000012
10000044,10000004
10000044,10000022
10000044,10000032
10000044,10000029
10000044,10000039
10000044,10000034
10000045,10000003
10000045,10000036
10000045,10000010
10000045,10000035
10000045,10000009
10000045,10000017
10000045,10000026
10000045,10000025
10000045,10000033
10000046,10000007
10000046,10000035
10000046,10000029
10000046,10000006
10000046,10000033
10000046,10000038
10000046,10000019
10000046,10000030
10000046,10000013
10000047,10000023
10000047,10000001
10000047,10000031
10000047,10000033
10000047,10000017
10000047,10000028
10000048,10000028
10000048,10000010
10000048,10000004
10000048,10000009
10000048,10000012
10000048,10000039
10000048,10000021
10000048,10000024
10000048,10000050
10000049,10000012
10000049,10000010
10000049,10000023
10000049,10000027
10000049,10000017
10000049,10000033
10000050,10000004
10000050,10000048
10000050,10000016
10000050,10000006
10000050,10000012
10000050,10000019
10000050,10000047
10000051,10000021
10000051,10000043
10000051,10000024
10000051,10000006
10000051,10000038
10000051,10000046
10000051,10000033
10000051,10000012
10000052,10000043
10000052,10000034
10000052,10000025
10000052,10000005
10000052,10000017
10000052,10000035
10000052,10000029
10000052,10000002
10000052,10000022
10000053,10000003
10000053,10000043
10000053,10000015
10000053,10000023
10000053,10000016
10000053,10000029
10000053,10000002
10000054,10000033
10000054,10000041
10000054,10000001
10000054,10000037
10000054,10000028
10000054,10000012
10000054,10000017
10000055,10000039
10000055,10000031
10000055,10000018
10000055,10000023
10000055,10000009
10000055,10000006
10000055,10000027
10000055,10000007
10000056,10000042
10000056,10000020
10000056,10000041
10000056,10000012
10000056,10000008
10000056,10000028
10000056,10000019
10000056,10000016
10000057,10000031
10000057,10000047
10000057,10000009
10000057,10000013
10000057,10000001
10000057,10000028
10000057,10000022
10000058,10000027
10000058,10000006
10000058,10000028
10000058,10000036
10000058,10000043
10000059,10000009
10000059,10000022
10000059,10000033
10000059,10000016
10000059,10000044
10000059,10000020
10000059,10000021
10000060,10000005
10000060,10000047
10000060,10000019
10000060,10000050
10000061,10000017
10000061,10000019
10000061,10000037
10000061,10000010
10000061,10000021
10000062,10000039
10000062,10000022
10000063,10000009
10000064,10000006
10000064,10000003
10000064,10000020
10000064,10000021
