10000001,10000034
10000001,10000047
10000001,10000036
10000001,10000028
10000001,10000031
10000001,10000046
10000001,10000049
10000001,10000048
10000002,10000029
10000002,10000011
10000002,10000022
10000002,10000005
10000002,10000032
10000003,10000029
10000003,10000047
10000003,10000013
10000003,10000038
10000003,10000022
10000004,10000035
10000004,10000020
10000004,10000012
10000004,10000043
10000004,10000024
10000004,10000029
10000004,10000036
10000004,10000031
10000005,10000036
10000006,10000036
10000006,10000037
10000006,10000031
10000006,10000043
10000006,10000007
10000006,10000011
10000006,10000046
10000006,10000020
10000007,10000024
10000007,10000018
10000007,10000046
10000007,10000047
10000007,10000042
10000007,10000021
10000007,10000015
10000007,10000034
10000007,10000014
10000008,10000033
10000008,10000041
10000008,10000036
10000008,10000028
10000008,10000034
10000008,10000026
10000008,10000018
10000008,10000040
10000008,10000022
10000009,10000011
10000009,10000007
10000010,10000024
10000010,10000031
10000010,10000049
10000010,10000032
10000010,10000015
10000010,10000023
10000010,10000002
10000010,10000026
10000011,10000031
10000011,10000039
10000011,10000003
10000011,10000001
10000011,10000023
10000011,10000050
10000011,10000043
10000011,10000034
10000011,10000033
10000011,10000048
10000012,10000027
10000012,10000026
10000013,10000030
10000013,10000035
10000013,10000008
10000013,10000038
10000013,10000039
10000013,10000040
10000013,10000043
10000013,10000020
10000013,10000037
10000013,10000017
10000014,10000031
10000014,10000032
10000014,10000029
10000014,10000010
10000014,10000045
10000014,10000007
10000014,10000049
10000014,10000011
10000015,10000034
10000015,10000003
10000015,10000030
10000015,10000048
10000015,10000001
10000016,10000037
10000016,10000040
10000016,10000033
10000016,10000003
10000016,10000025
10000016,10000014
10000016,10000034
10000016,10000011
10000017,10000002
10000017,10000021
10000017,10000016
10000017,10000032
10000017,10000036
10000018,10000049
10000018,10000039
10000018,10000020
10000018,10000021
10000018,10000016
10000018,10000040
10000018,10000037
10000018,10000025
10000018,10000006
10000019,10000014
10000019,10000004
10000019,10000043
10000019,10000046
10000019,10000010
10000019,10000028
10000019,10000022
10000019,10000024
10000019,10000047
10000020,10000034
10000020,10000032
10000020,10000037
10000020,10000001
10000020,10000033
10000020,10000025
10000021,10000007
10000021,10000049
10000021,10000035
10000021,10000029
10000021,10000031
10000021,10000005
10000021,10000033
10000021,10000037
10000021,10000027
10000022,10000031
10000022,10000019
10000022,10000009
10000022,10000050
10000022,10000045
10000022,10000041
10000022,10000021
10000022,10000033
10000022,10000043
10000022,10000036
10000023,10000002
10000023,10000011
10000023,10000041
10000023,10000006
10000023,10000038
10000023,10000010
10000023,10000003
10000023,10000039
10000023,10000007
10000024,10000016
10000024,10000023
10000024,10000042
10000024,10000030
10000024,10000005
10000024,10000040
10000025,10000014
10000025,10000034
10000025,10000039
10000025,10000042
10000026,10000022
10000026,10000017
10000027,10000050
10000027,10000045
10000027,10000036
10000028,10000048
10000028,10000007
10000029,10000046
10000029,10000016
10000029,10000007
10000029,10000010
10000029,10000022
10000029,10000043
10000029,10000049
10000029,10000019
10000029,10000028
10000029,10000008
10000030,10000013
10000030,10000047
10000030,10000040
10000030,10000032
10000031,10000036
10000031,10000029
10000031,10000038
10000031,10000047
10000031,10000027
10000032,10000018
10000032,10000038
10000032,10000023
10000032,10000042
10000032,10000015
10000032,10000019
10000033,10000007
10000033,10000022
10000033,10000023
10000033,10000045
10000033,10000011
10000033,10000006
10000033,10000030
10000033,10000020
10000033,10000043
10000034,10000038
10000034,10000023
10000034,10000002
10000034,10000029
10000035,10000013
10000035,10000025
10000035,10000009
10000035,10000031
10000035,10000006
10000035,10000015
10000035,10000019
10000036,10000027
10000036,10000011
10000036,10000046
10000036,10000050
10000036,10000026
10000036,10000038
10000036,10000023
10000036,10000021
10000036,10000003
10000037,10000032
10000037,10000049
10000037,10000005
10000037,10000036
10000037,10000011
10000037,10000045
10000038,10000005
10000038,10000020
10000038,10000006
10000038,10000043
10000039,10000016
10000039,10000007
10000039,10000035
10000039,10000044
10000039,10000042
10000040,10000016
10000040,10000004
10000040,10000020
10000040,10000027
10000040,10000026
10000040,10000031
10000040,10000039
10000041,10000015
10000041,10000032
10000041,10000050
10000041,10000010
10000042,10000050
10000042,10000035
10000042,10000014
10000042,10000010
10000043,10000010
10000043,10000025
10000043,10000016
10000043,10000009
10000043,10000003
10000043,10000034
10000043,10000020
10000043,10000007
10000044,10000027
10000044,10000030
10000044,10000024
10000044,10000011
10000044,10000022
10000044,10000043
10000045,10000041
10000045,10000022
10000045,10000031
10000045,10000047
10000045,10000006
10000045,10000037
10000045,10000023
10000046,10000011
10000046,10000039
10000046,10000045
10000046,10000050
10000046,10000013
10000046,10000019
10000046,10000040
10000046,10000001
10000046,10000031
10000047,10000046
10000047,10000001
10000048,10000037
10000048,10000016
10000048,10000025
10000049,10000039
10000049,10000046
10000049,10000036
10000049,10000043
10000049,10000007
10000049,10000028
10000050,10000019
10000050,10000039
10000050,10000032
10000050,10000037
10000050,10000031
10000050,10000028
10000051,10000004
10000001,10000003
10000001,10000042
